predictor,k,rho_clip,res,rho_chunk,share_pred,top1_pred,share_noise,top1_noise,e,e_pred,e_noise,je,je_pred,je_noise,cos_fix,cos_spur,clip,levels,variant
phys0.1,15,0.2576283115802016,0.7464972625517783,0.06166726405356482,0.015932218664614913,0.010135964779329073,0.020701117978295935,0.013280367832428234,2.2528603076934814,1.9215627908706665,1.206505537033081,0.45551423728466034,0.33935730159282684,0.24595552682876587,0.6883192360401154,0.05440211296081543,0.045272788032889366,12,all
phys0.1,16,0.3279387563835814,0.6833226844513898,0.002144196543515664,0.015131527722762605,0.009967349538947963,0.01672280433980715,0.007363987355241132,2.5796008110046387,2.2189658880233765,1.2865142226219177,0.46852265298366547,0.3772706985473633,0.29272255301475525,0.6542287468910217,-0.06892701610922813,0.04420492239296436,12,all
phys0.1,17,0.27551638139854273,0.72299743338841,0.10277018739835059,0.01869925035679615,0.012234704565535215,0.01995913522475718,0.011294190549481192,3.0480077266693115,2.8797231912612915,1.3554510474205017,0.4151468425989151,0.29657862335443497,0.2761943191289902,0.6629563868045807,-0.00037485058419406414,0.05108579061925411,12,all
phys0.1,18,0.30826951355933063,0.7193864615518417,0.013585687056657414,0.018447592881550536,0.012466747699808822,0.017680714292949175,0.011006092034933492,3.2837926149368286,3.2454588413238525,1.6302068829536438,0.48969896137714386,0.37502560019493103,0.31293632090091705,0.591696709394455,-0.010032652178779244,0.048781098797917366,12,all
phys0.1,19,0.2705841031028398,0.7363739505330892,0.09674477748719124,0.01728923500429795,0.012492816568944926,0.017785055667979287,0.00944793267669517,3.457428812980652,3.303428888320923,1.7574912309646606,0.4765368551015854,0.3849819004535675,0.2904973477125168,0.6347895562648773,0.012171913869678974,0.057015493512153625,12,all
phys0.1,20,0.25139430286728415,0.7809847909713623,0.02295884539737092,0.0243777585015047,0.011637885132185381,0.019065583755979703,0.012035000777972999,3.4465867280960083,2.9711207151412964,1.6959223747253418,0.5141264796257019,0.4055749773979187,0.3461141884326935,0.5979309678077698,-0.02024766243994236,0.05157616175711155,12,all
phys0.1,21,0.2416364351227681,0.767036148063602,0.044711555115981405,0.02277539484507257,0.013303844290831372,0.02149685217229522,0.013254220106710748,3.7031378746032715,3.2219396829605103,1.8158832788467407,0.5900637805461884,0.4787549078464508,0.3582550287246704,0.6352570354938507,0.008073266595602036,0.06141664274036884,12,all
phys0.1,22,0.22710943069693285,0.7903496688781309,0.07568555619455014,0.02621503113142835,0.016864383345916074,0.01916173825505723,0.016070903835306263,3.8883804082870483,3.333316922187805,1.963334858417511,0.6391739547252655,0.4226236641407013,0.3835471570491791,0.5910927951335907,0.023423120379447937,0.060583822429180145,12,all
phys0.1,23,0.200399757222542,0.8367039240907019,0.0614859536192533,0.021977837607566983,0.012663680359743648,0.01712424137576305,0.009728444529093118,3.8963544368743896,3.4207589626312256,2.153231918811798,0.5689895451068878,0.489610880613327,0.33701305091381073,0.6149740517139435,0.032836198806762695,0.061581071466207504,12,all
phys0.1,24,0.20037888827587463,0.8242471790444611,0.020838467275196726,0.01939081204083466,0.01114673116701095,0.017419623643722022,0.011806635741679648,3.9358067512512207,3.8465259075164795,2.322229743003845,0.6546498239040375,0.45503680408000946,0.3923319876194,0.5750022530555725,-0.09966030716896057,0.05228340998291969,12,all
phys0.1,25,0.2331902163273299,0.802149875381607,0.014973613943323638,0.02017094954268188,0.010334090371227365,0.021523980913669603,0.013079645647268311,4.077922105789185,3.9112762212753296,2.4754446148872375,0.5902584791183472,0.48474521934986115,0.3838806301355362,0.5639784932136536,-0.013206008821725845,0.07506867870688438,12,all
phys0.1,26,0.2707641124994672,0.7293925421369157,0.05129226859085634,0.01885908357719073,0.01124687447250885,0.020256773430719202,0.015983164688121377,4.144690990447998,4.047343015670776,2.605875849723816,0.5980283319950104,0.45519836246967316,0.3918828070163727,0.5625205338001251,0.006348421797156334,0.06411978416144848,12,all
phys0.1,27,0.23702288273209016,0.7729030206215644,0.07076674948731848,0.01898233092431393,0.012077156009163561,0.01738254700337846,0.016185645278443617,4.252991199493408,4.108374118804932,2.6978771090507507,0.6340701580047607,0.4804643541574478,0.4672650247812271,0.5492982268333435,-0.001346845820080489,0.05535964109003544,12,all
phys0.1,28,0.20154348999379734,0.8778527087033422,-0.009521455289349445,0.017009876636424264,0.007823842854493945,0.016962904904156216,0.012172478203824517,4.470638751983643,4.268240928649902,3.6215872764587402,0.7180287837982178,0.45954856276512146,0.6488791108131409,0.5103033185005188,-0.0410686694085598,0.07229965180158615,11,all
phys0.1,29,0.2520546689685851,0.8010369182708656,0.11385637080328426,0.019294779513898245,0.010300252064389925,0.016838025543660724,0.014497556979234915,4.572904586791992,4.477932453155518,3.687021017074585,0.7821632027626038,0.6608624458312988,0.5516501069068909,0.5492652058601379,0.01670805923640728,0.0952380895614624,11,all
phys0.1,30,0.24570247814525048,0.7704684177693865,0.10281764327512133,0.023254157147693078,0.0105325838346347,0.019302365186680114,0.011224871679019883,4.470526218414307,4.414345741271973,3.1790465116500854,0.6906611323356628,0.5246892422437668,0.4545622915029526,0.5703244805335999,0.049884431064128876,0.069078478962183,10,all
