level,sigma,k,n,chunk,pred,lin,lin_clip,chunk_lin,floor,dev,rho,rho_clip,rho_total,rel
worlds/l/cartpole_thrust.json,0.4,4,969,0.037792421877384186,0.04466167464852333,0.03350673243403435,0.03350673243403435,0.037671077996492386,0.015374178998172283,0.3781527876853943,0.24976542644841926,0.24976542644841926,0.11340076212248495,1.181762703470715
worlds/l/cartpole_thrust.json,0.4,5,942,0.053962644189596176,0.07624968141317368,0.057012710720300674,0.057012710720300674,0.05698663741350174,0.023118317127227783,0.45521095395088196,0.2522891943460557,0.2522891943460557,-0.056521813867908,1.4130086202831842
worlds/l/cartpole_thrust.json,0.4,6,908,0.06013745814561844,0.08941631764173508,0.060972027480602264,0.060972027480602264,0.06156563013792038,0.03041030280292034,0.5126253962516785,0.31811073091939135,0.31811073091939135,-0.013877695544812996,1.4868655975651652
worlds/l/cartpole_thrust.json,0.4,7,884,0.07296295464038849,0.11696644872426987,0.07103388011455536,0.07103388011455536,0.07376084476709366,0.04270727187395096,0.5703113079071045,0.39269866795728203,0.39269866795728203,0.026439095501832877,1.6030936425307993
worlds/l/hard_lunar_lander.json,0.05,1,1012,0.022195344790816307,0.0013436031294986606,0.00053036940516904,0.00053036940516904,0.020825112238526344,0.02199169248342514,0.03057066537439823,0.6052633448636451,0.6052633448636451,0.9761044755029672,0.06053535739866491
worlds/l/hard_lunar_lander.json,0.05,2,984,0.02726173587143421,0.0078347809612751,0.0049108294770121574,0.0049108294770121574,0.024909216910600662,0.0265835989266634,0.0476326085627079,0.3732014332902389,0.3732014332902389,0.8198636543112467,0.28739112572375314
worlds/l/hard_lunar_lander.json,0.05,3,960,0.04716895893216133,0.006153333466500044,0.0025182771496474743,0.0025182771496474743,0.043153561651706696,0.04454513266682625,0.056102123111486435,0.5907458675273378,0.5907458675273378,0.9466115596642852,0.13045302685924876
worlds/l/hard_lunar_lander.json,0.05,4,944,0.041162628680467606,0.00642162561416626,0.0011810424039140344,0.0011810424039140344,0.03541068732738495,0.03638371825218201,0.07632879167795181,0.816083578384167,0.816083578384167,0.9713078964639967,0.15600620805865673
worlds/l/hard_lunar_lander.json,0.05,5,926,0.07729139924049377,0.007539885118603706,0.00835710670799017,0.0035266901832073927,0.07530678063631058,0.07118280231952667,0.08324890583753586,-0.10838647758306985,0.5322620798948603,0.8918753342530795,0.09755141183488215
worlds/l/hard_lunar_lander.json,0.05,6,908,0.07062649726867676,0.008758814074099064,0.004534759093075991,0.0023710376117378473,0.07107090950012207,0.07323094457387924,0.10249948501586914,0.4822633458465736,0.7292969582777982,0.9357923829094215,0.12401597718741245
worlds/l/hard_lunar_lander.json,0.05,7,882,0.08733930438756943,0.00999213196337223,0.005246039479970932,0.005246039479970932,0.08658609539270401,0.08403794467449188,0.10893423110246658,0.47498296667806883,0.47498296667806883,0.939934952347553,0.11440590274261861
worlds/l/hard_lunar_lander.json,0.1,1,1012,0.025810984894633293,0.008292227052152157,0.003588048741221428,0.003588048741221428,0.021990930661559105,0.02199169248342514,0.057991527020931244,0.5672997472626864,0.5672997472626864,0.8609875308567762,0.3212673629465532
worlds/l/hard_lunar_lander.json,0.1,2,984,0.025165103375911713,0.010753192938864231,0.005330271553248167,0.005330271553248167,0.022682566195726395,0.0265835989266634,0.09108798205852509,0.504308014972606,0.504308014972606,0.7881879730980816,0.4273057327933449
worlds/l/hard_lunar_lander.json,0.1,3,959,0.04882706701755524,0.01979980058968067,0.012034980580210686,0.011353625915944576,0.04456780478358269,0.044589389115571976,0.10834216326475143,0.3921665763400103,0.4265787746437255,0.7535182570789345,0.4055087024285499
worlds/l/hard_lunar_lander.json,0.1,4,942,0.048555053770542145,0.017748700454831123,0.008851933293044567,0.00714048370718956,0.03890058770775795,0.03629351407289505,0.1428026556968689,0.5012630183504445,0.5976897730985172,0.8176928536651122,0.3655376541998411
worlds/l/hard_lunar_lander.json,0.1,5,926,0.09196549654006958,0.02567075751721859,0.020149042829871178,0.015864035114645958,0.08383972197771072,0.07067951560020447,0.16599509119987488,0.21509745801789204,0.382019205938695,0.7809064965892704,0.2791346590080529
worlds/l/hard_lunar_lander.json,0.1,6,906,0.08356942236423492,0.034316349774599075,0.018053239211440086,0.016427617520093918,0.07337992638349533,0.07168369740247726,0.202811598777771,0.4739172630533369,0.521288900830192,0.783973148303508,0.4106328463661296
worlds/l/hard_lunar_lander.json,0.1,7,878,0.09599848091602325,0.039328258484601974,0.01872577890753746,0.01872577890753746,0.07548568397760391,0.08485084027051926,0.21319682896137238,0.5238594428261021,0.5238594428261021,0.8049367164057706,0.4096758418396768
worlds/l/hard_lunar_lander.json,0.2,1,1012,0.037695612758398056,0.017306456342339516,0.011769847944378853,0.011769847944378853,0.02656320296227932,0.02199169248342514,0.10677622258663177,0.31991577527142767,0.31991577527142767,0.6877661063685271,0.459110625240702
worlds/l/hard_lunar_lander.json,0.2,2,984,0.039286743849515915,0.026374300941824913,0.015507119707763195,0.015200695022940636,0.03135785460472107,0.0265835989266634,0.16116908192634583,0.41203674963867254,0.42365505510574275,0.6052836608917826,0.6713282486033745
worlds/l/hard_lunar_lander.json,0.2,3,960,0.07273201644420624,0.03874373435974121,0.022960586473345757,0.022675389423966408,0.05066649988293648,0.04454513266682625,0.20615608990192413,0.4073729119616253,0.41473402606413423,0.6843125270566485,0.5326916020465634
worlds/l/hard_lunar_lander.json,0.2,4,942,0.06867802888154984,0.04599957913160324,0.01757812313735485,0.016597263514995575,0.03806760162115097,0.03645951673388481,0.26582565903663635,0.617863392030948,0.6391866223925362,0.7440502672598228,0.6697859545581819
worlds/l/hard_lunar_lander.json,0.2,5,924,0.11460120230913162,0.06210564821958542,0.041142065078020096,0.03715849295258522,0.09367235749959946,0.07132367044687271,0.3149552643299103,0.337547127234626,0.4016889925823679,0.6409979629442175,0.5419284175750461
worlds/l/hard_lunar_lander.json,0.2,6,905,0.09291434288024902,0.061523448675870895,0.04174884036183357,0.03388022631406784,0.08223612606525421,0.07345829159021378,0.37793534994125366,0.3214157973851163,0.4493119770876003,0.5506738887919509,0.6621523305090182
worlds/l/hard_lunar_lander.json,0.2,7,881,0.12375853210687637,0.07295529544353485,0.04452021047472954,0.0443677082657814,0.0960378423333168,0.0867399051785469,0.39836427569389343,0.3897603977330637,0.39185074920132923,0.6402655258040519,0.5894970973034129
worlds/l/hard_lunar_lander.json,0.4,1,1012,0.06110754609107971,0.054652586579322815,0.04151957854628563,0.04125528782606125,0.0437668114900589,0.02199169248342514,0.19213099777698517,0.24029984407006844,0.24513567594493835,0.3205490777783576,0.8943672275411634
worlds/l/hard_lunar_lander.json,0.4,2,982,0.07900712639093399,0.06845889240503311,0.06832380592823029,0.059286415576934814,0.07317349314689636,0.025784090161323547,0.28222593665122986,0.0019732495232845926,0.13398517717508285,0.13521970676216888,0.8664900944035439
worlds/l/hard_lunar_lander.json,0.4,3,956,0.10944830626249313,0.09908096492290497,0.07582157850265503,0.07366015017032623,0.08670904487371445,0.04263599216938019,0.367994487285614,0.2347513110954067,0.2565660797950313,0.3072384480687177,0.9052763656778401
worlds/l/hard_lunar_lander.json,0.4,4,935,0.1438538283109665,0.13267266750335693,0.08288798481225967,0.08050496876239777,0.09356708824634552,0.03607054799795151,0.4536326229572296,0.37524445409856244,0.3932060741873544,0.4238041087576616,0.9222741519020305
worlds/l/hard_lunar_lander.json,0.4,5,918,0.2075446993112564,0.18862953782081604,0.1362641453742981,0.13092195987701416,0.15921980142593384,0.06881972402334213,0.5645360946655273,0.27760971612124263,0.3059307604232152,0.34344675712511596,0.9088622279768603
worlds/l/hard_lunar_lander.json,0.4,6,900,0.1918279230594635,0.19303981959819794,0.16690164804458618,0.1465160846710205,0.166698157787323,0.06700272113084793,0.6656525135040283,0.13540300445792464,0.24100589724966637,0.12994080641299854,1.0063176232083728
