level,predictor,k,err,ratio
worlds/l/h17_unicycle.json,oracle,5,0.0,0.0
worlds/l/h17_unicycle.json,oracle,6,0.0,0.0
worlds/l/h17_unicycle.json,oracle,7,0.0,0.0
worlds/l/h17_unicycle.json,phys0.1,1,0.11629630625247955,0.6419801598066882
worlds/l/h17_unicycle.json,phys0.1,2,0.18013392388820648,0.777527940580383
worlds/l/h17_unicycle.json,phys0.1,3,0.23315152525901794,0.8798786724374
worlds/l/h17_unicycle.json,phys0.1,4,0.2789866328239441,0.9175133266868153
worlds/l/h17_unicycle.json,phys0.1,5,0.2219328135251999,0.6692900976590938
worlds/l/h17_unicycle.json,phys0.1,6,0.24355125427246094,0.6395238041576986
worlds/l/h17_unicycle.json,phys0.1,7,0.28309839963912964,0.7136738032248882
worlds/l/h17_unicycle.json,phys0.2,1,0.23729051649570465,1.3098937413351948
worlds/l/h17_unicycle.json,phys0.2,2,0.36695849895477295,1.5839353288492564
worlds/l/h17_unicycle.json,phys0.2,3,0.4862535297870636,1.835047442995413
worlds/l/h17_unicycle.json,phys0.2,4,0.625802755355835,2.0580999243739684
worlds/l/h17_unicycle.json,phys0.2,5,0.4624377489089966,1.3945887550937135
worlds/l/h17_unicycle.json,phys0.2,6,0.47379347681999207,1.244100374626094
worlds/l/h17_unicycle.json,phys0.2,7,0.5660235285758972,1.4269108015745111
worlds/l/h17_unicycle.json,phys0.3,1,0.3620651364326477,1.9986759823896445
worlds/l/h17_unicycle.json,phys0.3,2,0.586304783821106,2.530719041016223
worlds/l/h17_unicycle.json,phys0.3,3,0.8010058403015137,3.0228751649645913
worlds/l/h17_unicycle.json,phys0.3,4,0.8781501650810242,2.888003884410178
worlds/l/h17_unicycle.json,phys0.3,5,0.7070610523223877,2.1323073106810253
worlds/l/h17_unicycle.json,phys0.3,6,0.737745463848114,1.9371930025555208
worlds/l/h17_unicycle.json,phys0.3,7,0.9328742623329163,2.351719132211309
worlds/l/chain_lander.json,hold,1,1.724614143371582,25.955284129848973
worlds/l/chain_lander.json,hold,2,3.0076117515563965,26.41908984386044
worlds/l/chain_lander.json,hold,3,4.291985034942627,30.83875497744671
worlds/l/chain_lander.json,hold,4,5.0695600509643555,26.97006828045691
worlds/l/chain_lander.json,hold,5,6.013053894042969,20.324590480338806
worlds/l/chain_lander.json,hold,6,7.537128448486328,17.11370667456316
worlds/l/chain_lander.json,hold,7,8.399150848388672,8.967254974855429
worlds/l/chain_lander.json,learned,1,0.6933891773223877,10.435443301410512
worlds/l/chain_lander.json,learned,2,1.1128027439117432,9.774943742218415
worlds/l/chain_lander.json,learned,3,1.5779800415039062,11.338096350070488
worlds/l/chain_lander.json,learned,4,1.879396915435791,9.998394855928648
worlds/l/chain_lander.json,learned,5,2.4640917778015137,8.328822121385079
worlds/l/chain_lander.json,learned,6,3.9160056114196777,8.891631849957227
worlds/l/chain_lander.json,learned,7,4.545718669891357,4.853183267293805
worlds/l/chain_lander.json,noise,1,0.06644558906555176,1.0
worlds/l/chain_lander.json,noise,2,0.11384236812591553,1.0
worlds/l/chain_lander.json,noise,3,0.13917504251003265,1.0
worlds/l/chain_lander.json,noise,4,0.1879698634147644,1.0
worlds/l/chain_lander.json,noise,5,0.2958511710166931,1.0
worlds/l/chain_lander.json,noise,6,0.4404147267341614,1.0
worlds/l/chain_lander.json,noise,7,0.9366468191146851,1.0
worlds/l/chain_lander.json,oracle,1,0.0,0.0
worlds/l/chain_lander.json,oracle,2,0.0,0.0
worlds/l/chain_lander.json,oracle,3,0.0,0.0
worlds/l/chain_lander.json,oracle,4,0.0,0.0
worlds/l/chain_lander.json,oracle,5,0.0,0.0
worlds/l/chain_lander.json,oracle,6,0.0,0.0
worlds/l/chain_lander.json,oracle,7,0.0,0.0
worlds/l/chain_lander.json,phys0.1,1,0.19664743542671204,2.9595258043797297
worlds/l/chain_lander.json,phys0.1,2,0.36499640345573425,3.2061561039562125
worlds/l/chain_lander.json,phys0.1,3,0.4670462906360626,3.3558192777443905
worlds/l/chain_lander.json,phys0.1,4,0.9363065361976624,4.981152399582574
worlds/l/chain_lander.json,phys0.1,5,2.5002636909484863,8.4510860050218
worlds/l/chain_lander.json,phys0.1,6,2.8368687629699707,6.441357635804791
worlds/l/chain_lander.json,phys0.1,7,3.0133442878723145,3.217161716003601
worlds/l/chain_lander.json,phys0.2,1,0.4113602936267853,6.190934558815615
worlds/l/chain_lander.json,phys0.2,2,0.7081467509269714,6.2204147944614485
worlds/l/chain_lander.json,phys0.2,3,1.0177738666534424,7.31290501729198
worlds/l/chain_lander.json,phys0.2,4,1.8462402820587158,9.82200150874664
worlds/l/chain_lander.json,phys0.2,5,3.627439022064209,12.261026412701048
worlds/l/chain_lander.json,phys0.2,6,4.175325393676758,9.48044000398975
worlds/l/chain_lander.json,phys0.2,7,4.510068893432617,4.815122201232175
worlds/l/chain_lander.json,phys0.3,1,0.5612403750419617,8.446615989637342
worlds/l/chain_lander.json,phys0.3,2,1.078155755996704,9.47060197135225
worlds/l/chain_lander.json,phys0.3,3,1.5540127754211426,11.165886838576817
worlds/l/chain_lander.json,phys0.3,4,2.66355037689209,14.17009263349221
worlds/l/chain_lander.json,phys0.3,5,4.655897617340088,15.73729656482375
worlds/l/chain_lander.json,phys0.3,6,6.4000372886657715,14.531842148250634
worlds/l/chain_lander.json,phys0.3,7,6.934542655944824,7.403583201723064
worlds/l/catcher_v3.json,hold,1,1.8928664922714233,12.24476237791927
worlds/l/catcher_v3.json,hold,2,2.8735103607177734,13.825402667920075
worlds/l/catcher_v3.json,hold,3,3.7780375480651855,13.94597358524773
worlds/l/catcher_v3.json,hold,4,4.648916244506836,10.384227015477112
worlds/l/catcher_v3.json,hold,5,5.303569793701172,13.064377407657608
worlds/l/catcher_v3.json,hold,6,5.865978717803955,11.66465414461452
worlds/l/catcher_v3.json,hold,7,6.348892688751221,11.132279392383875
worlds/l/catcher_v3.json,learned,1,0.5553308725357056,3.5923793902455716
worlds/l/catcher_v3.json,learned,2,0.7461381554603577,3.589915869508766
worlds/l/catcher_v3.json,learned,3,1.0054093599319458,3.711295136056128
worlds/l/catcher_v3.json,learned,4,1.4323444366455078,3.1994101446885628
worlds/l/catcher_v3.json,learned,5,1.5864415168762207,3.9079094869766804
worlds/l/catcher_v3.json,learned,6,1.932950735092163,3.843723765139992
worlds/l/catcher_v3.json,learned,7,2.1943225860595703,3.847570482379379
worlds/l/catcher_v3.json,noise,1,0.1545858085155487,1.0
worlds/l/catcher_v3.json,noise,2,0.20784279704093933,1.0
worlds/l/catcher_v3.json,noise,3,0.2709052562713623,1.0
worlds/l/catcher_v3.json,noise,4,0.4476901590824127,1.0
worlds/l/catcher_v3.json,noise,5,0.40595656633377075,1.0
worlds/l/catcher_v3.json,noise,6,0.5028849244117737,1.0
worlds/l/catcher_v3.json,noise,7,0.5703138113021851,1.0
worlds/l/catcher_v3.json,oracle,1,0.0,0.0
worlds/l/catcher_v3.json,oracle,2,0.0,0.0
worlds/l/catcher_v3.json,oracle,3,0.0,0.0
worlds/l/catcher_v3.json,oracle,4,0.0,0.0
worlds/l/catcher_v3.json,oracle,5,0.0,0.0
worlds/l/catcher_v3.json,oracle,6,0.0,0.0
worlds/l/catcher_v3.json,oracle,7,0.0,0.0
worlds/l/catcher_v3.json,phys0.1,1,0.13190244138240814,0.8532635864122093
worlds/l/catcher_v3.json,phys0.1,2,0.21478459239006042,1.0333992587087526
worlds/l/catcher_v3.json,phys0.1,3,0.32221752405166626,1.189410380907874
worlds/l/catcher_v3.json,phys0.1,4,0.466666042804718,1.0423861979928224
worlds/l/catcher_v3.json,phys0.1,5,0.5196630954742432,1.2800953071590047
worlds/l/catcher_v3.json,phys0.1,6,0.5699042677879333,1.1332697404968988
worlds/l/catcher_v3.json,phys0.1,7,0.7100136280059814,1.244952540049526
worlds/l/catcher_v3.json,phys0.2,1,0.2647039592266083,1.7123432077530167
worlds/l/catcher_v3.json,phys0.2,2,0.41997480392456055,2.020636798117363
worlds/l/catcher_v3.json,phys0.2,3,0.6090688705444336,2.2482726209429362
worlds/l/catcher_v3.json,phys0.2,4,0.7798408269882202,1.7419208601470817
worlds/l/catcher_v3.json,phys0.2,5,0.9393490552902222,2.313915165293582
worlds/l/catcher_v3.json,phys0.2,6,1.0363739728927612,2.0608571118034837
worlds/l/catcher_v3.json,phys0.2,7,1.2718472480773926,2.230083197833508
worlds/l/catcher_v3.json,phys0.3,1,0.41567909717559814,2.6889861441180605
worlds/l/catcher_v3.json,phys0.3,2,0.6532378792762756,3.142942110943617
worlds/l/catcher_v3.json,phys0.3,3,0.9130205512046814,3.3702577933376103
worlds/l/catcher_v3.json,phys0.3,4,1.1610426902770996,2.5934067718995135
worlds/l/catcher_v3.json,phys0.3,5,1.3623021841049194,3.3557830986895705
worlds/l/catcher_v3.json,phys0.3,6,1.5211293697357178,3.0248060657515
worlds/l/catcher_v3.json,phys0.3,7,1.8292652368545532,3.2074713966295714
worlds/l/trampoline.json,hold,1,1.2020083665847778,10.660116496175943
worlds/l/trampoline.json,hold,2,1.8299225568771362,12.818210949524834
worlds/l/trampoline.json,hold,3,3.157935380935669,19.15395562564272
worlds/l/trampoline.json,hold,4,2.949852705001831,17.39433107994593
worlds/l/trampoline.json,hold,5,3.445894956588745,19.37635527598873
worlds/l/trampoline.json,hold,6,3.8649566173553467,21.08839270600207
worlds/l/trampoline.json,hold,7,4.945289611816406,21.55737766467219
worlds/l/trampoline.json,learned,1,0.3337886333465576,2.9602337350475505
worlds/l/trampoline.json,learned,2,0.566862165927887,3.970746627971134
worlds/l/trampoline.json,learned,3,1.2342984676361084,7.486441369454493
worlds/l/trampoline.json,learned,4,0.9088674187660217,5.359298368689982
worlds/l/trampoline.json,learned,5,0.9305984973907471,5.232779098581324
worlds/l/trampoline.json,learned,6,1.054440975189209,5.753354454287628
worlds/l/trampoline.json,learned,7,1.2817606925964355,5.58741782483476
worlds/l/trampoline.json,noise,1,0.11275752633810043,1.0
worlds/l/trampoline.json,noise,2,0.14275959134101868,1.0
worlds/l/trampoline.json,noise,3,0.1648711860179901,1.0
worlds/l/trampoline.json,noise,4,0.16958701610565186,1.0
worlds/l/trampoline.json,noise,5,0.1778402030467987,1.0
worlds/l/trampoline.json,noise,6,0.18327412009239197,1.0
worlds/l/trampoline.json,noise,7,0.22940126061439514,1.0
worlds/l/trampoline.json,oracle,1,0.0,0.0
worlds/l/trampoline.json,oracle,2,0.0,0.0
worlds/l/trampoline.json,oracle,3,0.0,0.0
worlds/l/trampoline.json,oracle,4,0.0,0.0
worlds/l/trampoline.json,oracle,5,0.0,0.0
worlds/l/trampoline.json,oracle,6,0.0,0.0
worlds/l/trampoline.json,oracle,7,0.0,0.0
worlds/l/trampoline.json,phys0.1,1,0.1610082983970642,1.4279161988201579
worlds/l/trampoline.json,phys0.1,2,0.13718093931674957,0.9609227515162674
worlds/l/trampoline.json,phys0.1,3,0.16306574642658234,0.9890493928319848
worlds/l/trampoline.json,phys0.1,4,0.1853857785463333,1.0931602123999806
worlds/l/trampoline.json,phys0.1,5,0.19772407412528992,1.1118075144868045
worlds/l/trampoline.json,phys0.1,6,0.19629406929016113,1.0710408495820662
worlds/l/trampoline.json,phys0.1,7,0.22277413308620453,0.9711111982975095
worlds/l/trampoline.json,phys0.2,1,0.28281867504119873,2.50820219479784
worlds/l/trampoline.json,phys0.2,2,0.2633552551269531,1.8447464906078368
worlds/l/trampoline.json,phys0.2,3,0.3194670081138611,1.937676411686649
worlds/l/trampoline.json,phys0.2,4,0.3759860396385193,2.217068548480633
worlds/l/trampoline.json,phys0.2,5,0.39062124490737915,2.1964732282980304
worlds/l/trampoline.json,phys0.2,6,0.36950284242630005,2.016121219078977
worlds/l/trampoline.json,phys0.2,7,1.2724510431289673,5.54683544336687
worlds/l/trampoline.json,phys0.3,1,0.39359626173973083,3.490642926659662
worlds/l/trampoline.json,phys0.3,2,0.3923441171646118,2.7482855160841355
worlds/l/trampoline.json,phys0.3,3,0.4646316170692444,2.8181492975888798
worlds/l/trampoline.json,phys0.3,4,0.5371909141540527,3.1676417599056377
worlds/l/trampoline.json,phys0.3,5,0.5601012110710144,3.1494634029608233
worlds/l/trampoline.json,phys0.3,6,0.541679859161377,2.955572008138988
worlds/l/trampoline.json,phys0.3,7,1.4372038841247559,6.265021736478505
worlds/l/car_launch.json,hold,1,52.77510452270508,10.340324582406687
worlds/l/car_launch.json,hold,2,154.21429443359375,12.367245501192057
worlds/l/car_launch.json,hold,3,486.4734191894531,13.324038156836043
worlds/l/car_launch.json,hold,4,962.053466796875,10.107110549900074
worlds/l/car_launch.json,hold,5,1560.38623046875,10.680777707346516
worlds/l/car_launch.json,hold,6,2241.44482421875,10.56374039354025
worlds/l/car_launch.json,hold,7,3061.936279296875,9.523817153696646
worlds/l/car_launch.json,learned,1,50.79771041870117,9.95289007047804
worlds/l/car_launch.json,learned,2,151.67652893066406,12.163728900383678
worlds/l/car_launch.json,learned,3,483.23699951171875,13.235395740669674
worlds/l/car_launch.json,learned,4,958.5232543945312,10.07002295732176
worlds/l/car_launch.json,learned,5,1556.544189453125,10.65447909920123
worlds/l/car_launch.json,learned,6,2237.60595703125,10.545648136289097
worlds/l/car_launch.json,learned,7,3058.072265625,9.511798562735382
worlds/l/car_launch.json,noise,1,5.103815078735352,1.0
worlds/l/car_launch.json,noise,2,12.469574928283691,1.0
worlds/l/car_launch.json,noise,3,36.51095962524414,1.0
worlds/l/car_launch.json,noise,4,95.18580627441406,1.0
worlds/l/car_launch.json,noise,5,146.0929412841797,1.0
worlds/l/car_launch.json,noise,6,212.18287658691406,1.0
worlds/l/car_launch.json,noise,7,321.5030517578125,1.0
worlds/l/car_launch.json,oracle,1,0.0,0.0
worlds/l/car_launch.json,oracle,2,0.0,0.0
worlds/l/car_launch.json,oracle,3,0.0,0.0
worlds/l/car_launch.json,oracle,4,0.0,0.0
worlds/l/car_launch.json,oracle,5,0.0,0.0
worlds/l/car_launch.json,oracle,6,0.0,0.0
worlds/l/car_launch.json,oracle,7,0.0,0.0
worlds/l/car_launch.json,phys0.1,1,6.908474922180176,1.3535903663445408
worlds/l/car_launch.json,phys0.1,2,15.37812614440918,1.233251833591237
worlds/l/car_launch.json,phys0.1,3,52.49605178833008,1.437816270159978
worlds/l/car_launch.json,phys0.1,4,132.88844299316406,1.3960951553013683
worlds/l/car_launch.json,phys0.1,5,207.30767822265625,1.4190122835531238
worlds/l/car_launch.json,phys0.1,6,308.535400390625,1.4541013174748016
worlds/l/car_launch.json,phys0.1,7,497.16265869140625,1.5463699519279144
worlds/l/car_launch.json,phys0.2,1,13.904041290283203,2.7242447219949857
worlds/l/car_launch.json,phys0.2,2,28.88991355895996,2.3168322677488704
worlds/l/car_launch.json,phys0.2,3,83.26653289794922,2.2805900954840332
worlds/l/car_launch.json,phys0.2,4,193.5023193359375,2.032890479259941
worlds/l/car_launch.json,phys0.2,5,312.6361083984375,2.139980930292165
worlds/l/car_launch.json,phys0.2,6,491.16607666015625,2.3148242900692577
worlds/l/car_launch.json,phys0.2,7,765.8248901367188,2.382014372646182
worlds/l/car_launch.json,phys0.3,1,21.169275283813477,4.147735558056093
worlds/l/car_launch.json,phys0.3,2,41.10182189941406,3.2961686453470236
worlds/l/car_launch.json,phys0.3,3,116.71170043945312,3.1966210046902512
worlds/l/car_launch.json,phys0.3,4,283.89117431640625,2.9824948217381038
worlds/l/car_launch.json,phys0.3,5,463.4200439453125,3.1720905874834076
worlds/l/car_launch.json,phys0.3,6,679.3621215820312,3.2017763756904856
worlds/l/car_launch.json,phys0.3,7,1014.3223266601562,3.154938409182638
