method,batch,evals_per_call,gflop_per_call,ms_per_call,latency_vs_realtime
naive,1,5,0.005188115,1.1590604553930461,0.6253829635068684
realtime,1,15,0.015564345000000002,1.853361097164452,1.0
pred,1,10,0.01037623,2.210614806972444,1.1927599054251068
reflex,1,70,0.07263361,3.4004194545559585,1.8347312133390663
reflex_chunk,1,70,0.07263361,3.3947692019864917,1.831682561579778
rtc_reflex,1,80,0.08300984,4.082739097066224,2.202883778726448
